query,category,strategy,expected_namespace,detected_namespace,namespace_correct,avg_score,max_score,min_score,std_score,num_results,unique_docs,doc_types,namespaces,precision,recall,accuracy,relevant_retrieved,total_relevant
איך משלמים ארנונה?,general,baseline,arnona,arnona,True,0.296739548,0.296739548,0.296739548,0.0,3,3,"{""general_info"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,4.0
איך משלמים ארנונה?,general,sentence,arnona,arnona,True,0.454236597,0.454236597,0.454236597,0.0,3,3,"{""event"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,4.0
איך משלמים ארנונה?,general,adaptive,arnona,arnona,True,0.6755531036666667,0.686957598,0.668102384,0.008189587874552685,3,3,"{""pdf"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,4.0
איך משלמים ארנונה?,general,baseline_tfidf,arnona,arnona,True,0.44711054103176845,0.4471105410317685,0.4471105410317685,5.551115123125783e-17,3,3,"{""procedural"": 3}","{""arnona"": 3}",,,,,
איך משלמים ארנונה?,general,baseline_keyword,arnona,arnona,True,0.06825396825396825,0.07142857142857142,0.06666666666666667,0.002244783432338245,3,3,"{""pdf"": 3}","{""arnona"": 3}",,,,,
איך משלמים ארנונה?,general,baseline_retrieval_only,arnona,arnona,True,0.6755531036666667,0.686957598,0.668102384,0.008189587874552685,3,3,"{""pdf"": 3}","{""arnona"": 3}",,,,,
מה שעות הפעילות של המוקד העירוני?,general,baseline,general,general,True,0.3392951983333334,0.368625164,0.322607517,0.020805071076186947,3,2,"{""general_info"": 3}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
מה שעות הפעילות של המוקד העירוני?,general,sentence,general,general,True,0.41894625599999996,0.437871933,0.399862766,0.015517578692474313,3,2,"{""event"": 2, ""general_info"": 1}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
מה שעות הפעילות של המוקד העירוני?,general,adaptive,general,general,True,0.548238953,0.553193569,0.545249343,0.003528325204191183,3,2,"{""pdf"": 3}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
מה שעות הפעילות של המוקד העירוני?,general,baseline_tfidf,general,none,False,0.0,0.0,0.0,0.0,0,0,{},{},,,,,
מה שעות הפעילות של המוקד העירוני?,general,baseline_keyword,general,general,True,0.050709939148073015,0.058823529411764705,0.034482758620689655,0.011474349390451074,3,3,"{""general_info"": 1, ""pdf"": 2}","{""general"": 3}",,,,,
מה שעות הפעילות של המוקד העירוני?,general,baseline_retrieval_only,general,general,True,0.548238953,0.553193569,0.545249343,0.003528325204191183,3,2,"{""pdf"": 3}","{""general"": 3}",,,,,
מהו מספר הטלפון של המוקד העירוני של עיריית חיפה?,general,baseline,arnona,arnona,True,0.520320058,0.520320058,0.520320058,0.0,3,3,"{""general_info"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,3.0
מהו מספר הטלפון של המוקד העירוני של עיריית חיפה?,general,sentence,arnona,arnona,True,0.633798301,0.633798301,0.633798301,0.0,3,3,"{""event"": 3}","{""arnona"": 3}",1.0,1.0,1.0,3.0,3.0
מהו מספר הטלפון של המוקד העירוני של עיריית חיפה?,general,adaptive,arnona,arnona,True,0.6878675816666666,0.707153916,0.672380745,0.014448079278069324,3,2,"{""pdf"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,3.0
מהו מספר הטלפון של המוקד העירוני של עיריית חיפה?,general,baseline_tfidf,arnona,none,False,0.0,0.0,0.0,0.0,0,0,{},{},,,,,
מהו מספר הטלפון של המוקד העירוני של עיריית חיפה?,general,baseline_keyword,arnona,arnona,True,0.15018315018315018,0.15384615384615385,0.14285714285714285,0.005180269459242114,3,3,"{""pdf"": 3}","{""arnona"": 3}",,,,,
מהו מספר הטלפון של המוקד העירוני של עיריית חיפה?,general,baseline_retrieval_only,arnona,arnona,True,0.6878675816666666,0.707153916,0.672380745,0.014448079278069324,3,2,"{""pdf"": 3}","{""arnona"": 3}",,,,,
האם ניתן ליצור קשר עם המוקד העירוני בנושאים שונים?,general,baseline,general,general,True,0.4439248046666667,0.506967485,0.409642786,0.04463485934773778,3,2,"{""general_info"": 3}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
האם ניתן ליצור קשר עם המוקד העירוני בנושאים שונים?,general,sentence,general,general,True,0.593497753,0.61278218,0.570568502,0.017425311265802445,3,2,"{""event"": 2, ""general_info"": 1}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
האם ניתן ליצור קשר עם המוקד העירוני בנושאים שונים?,general,adaptive,general,general,True,0.6694712243333334,0.689378858,0.659337223,0.014077591534271534,3,2,"{""pdf"": 3}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
האם ניתן ליצור קשר עם המוקד העירוני בנושאים שונים?,general,baseline_tfidf,general,none,False,0.0,0.0,0.0,0.0,0,0,{},{},,,,,
האם ניתן ליצור קשר עם המוקד העירוני בנושאים שונים?,general,baseline_keyword,general,general,True,0.06111486740289985,0.06896551724137931,0.05555555555555555,0.005709316389086043,3,3,"{""general_info"": 2, ""pdf"": 1}","{""general"": 3}",,,,,
האם ניתן ליצור קשר עם המוקד העירוני בנושאים שונים?,general,baseline_retrieval_only,general,general,True,0.6694712243333334,0.689378858,0.659337223,0.014077591534271534,3,2,"{""pdf"": 3}","{""general"": 3}",,,,,
אם אני רוצה לשלם ארנונה — למי פונים?,general,baseline,arnona,arnona,True,0.29580314933333335,0.298308253,0.293072015,0.0021436517899550665,3,2,"{""procedural"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,3.0
אם אני רוצה לשלם ארנונה — למי פונים?,general,sentence,arnona,arnona,True,0.395836,0.395836,0.395836,0.0,3,3,"{""event"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,3.0
אם אני רוצה לשלם ארנונה — למי פונים?,general,adaptive,arnona,arnona,True,0.5991651416666667,0.602328837,0.594272733,0.0035087072886688594,3,3,"{""pdf"": 3}","{""arnona"": 3}",0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,3.0
אם אני רוצה לשלם ארנונה — למי פונים?,general,baseline_tfidf,arnona,arnona,True,0.3449528002716635,0.3580355231499166,0.33187007739341035,0.013082722878253128,2,2,"{""pdf"": 2}","{""arnona"": 2}",,,,,
אם אני רוצה לשלם ארנונה — למי פונים?,general,baseline_keyword,arnona,arnona,True,0.13968253968253966,0.14285714285714285,0.13333333333333333,0.004489566864676489,3,2,"{""pdf"": 3}","{""arnona"": 3}",,,,,
אם אני רוצה לשלם ארנונה — למי פונים?,general,baseline_retrieval_only,arnona,arnona,True,0.5991651416666667,0.602328837,0.594272733,0.0035087072886688594,3,3,"{""pdf"": 3}","{""arnona"": 3}",,,,,
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,general,baseline,general,general,True,0.09292454266666667,0.122043453,0.0616595596,0.02469828424092395,3,3,"{""general_info"": 3}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,general,sentence,general,general,True,0.24710072566666666,0.26719743,0.230811387,0.015096535061380732,3,3,"{""general_info"": 2, ""event"": 1}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,general,adaptive,general,general,True,0.3777314723333333,0.38532427,0.364333361,0.009501958227574648,3,3,"{""pdf"": 3}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,general,baseline_tfidf,general,none,False,0.0,0.0,0.0,0.0,0,0,{},{},,,,,
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,general,baseline_keyword,general,general,True,0.03984753984753985,0.04054054054054054,0.038461538461538464,0.0009800509787755338,3,1,"{""procedural"": 3}","{""general"": 3}",,,,,
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,general,baseline_retrieval_only,general,general,True,0.3777314723333333,0.38532427,0.364333361,0.009501958227574648,3,3,"{""pdf"": 3}","{""general"": 3}",,,,,
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",general,baseline,water,water,True,0.381662279,0.381662279,0.381662279,0.0,3,3,"{""general_info"": 3}","{""water"": 3}",0.0,0.0,0.0,0.0,3.0
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",general,sentence,water,water,True,0.616176506,0.624768496,0.611307263,0.0060934572775274524,3,1,"{""event"": 3}","{""water"": 3}",0.0,0.0,0.0,0.0,3.0
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",general,adaptive,water,water,True,0.6881204843333334,0.704364121,0.66837579,0.014899285119995616,3,3,"{""pdf"": 3}","{""water"": 3}",0.0,0.0,0.0,0.0,3.0
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",general,baseline_tfidf,water,water,True,0.41693278414978363,0.4236317879195271,0.4112843365582681,0.005095268392824448,3,3,"{""pdf"": 2, ""event"": 1}","{""water"": 3}",,,,,
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",general,baseline_keyword,water,water,True,0.0791358024691358,0.08333333333333333,0.07407407407407407,0.0038291512146347716,3,2,"{""pdf"": 3}","{""water"": 3}",,,,,
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",general,baseline_retrieval_only,water,water,True,0.6881204843333334,0.704364121,0.66837579,0.014899285119995616,3,3,"{""pdf"": 3}","{""water"": 3}",,,,,
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,baseline,parking,parking,True,0.12609236233333335,0.179435581,0.0760711,0.042263700173318715,3,3,"{""event"": 3}","{""parking"": 3}",0.0,0.0,0.0,0.0,3.0
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,sentence,parking,parking,True,0.26396902400000005,0.269019276,0.256610602,0.00532225103825087,3,3,"{""general_info"": 3}","{""parking"": 3}",0.0,0.0,0.0,0.0,3.0
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,adaptive,parking,parking,True,0.3588734866666667,0.366150707,0.347621173,0.008069982768293139,3,1,"{""pdf"": 3}","{""parking"": 3}",0.0,0.0,0.0,0.0,3.0
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,baseline_tfidf,parking,none,False,0.0,0.0,0.0,0.0,0,0,{},{},,,,,
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,baseline_keyword,parking,parking,True,0.03089515848136538,0.03636363636363636,0.022988505747126436,0.005726083723264504,3,1,"{""general_info"": 3}","{""parking"": 3}",,,,,
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,baseline_retrieval_only,parking,parking,True,0.3588734866666667,0.366150707,0.347621173,0.008069982768293139,3,1,"{""pdf"": 3}","{""parking"": 3}",,,,,
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,baseline,general,general,True,0.16027798266666668,0.162813067,0.156138659,0.0029515101690012046,3,2,"{""general_info"": 3}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,sentence,general,general,True,0.37018447099999996,0.433024853,0.301106393,0.054035800852979,3,2,"{""general_info"": 3}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,adaptive,general,general,True,0.41273019699999997,0.457421511,0.383312047,0.03212481198409309,3,3,"{""pdf"": 1, ""procedural"": 2}","{""general"": 3}",0.0,0.0,0.0,0.0,3.0
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,baseline_tfidf,general,none,False,0.0,0.0,0.0,0.0,0,0,{},{},,,,,
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,baseline_keyword,general,general,True,0.07167277167277168,0.07692307692307693,0.06666666666666667,0.004190720952803546,3,3,"{""pdf"": 3}","{""general"": 3}",,,,,
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,baseline_retrieval_only,general,general,True,0.42930113233333334,0.457421511,0.397457033,0.024621592517620798,3,3,"{""pdf"": 1, ""general_info"": 1, ""procedural"": 1}","{""general"": 3}",,,,,
איך מזמינים תור מראש לשירותים כמו ארנונה או שירותים אחרים?,general,baseline,arnona,arnona,True,0.199898377,0.199898377,0.199898377,0.0,3,3,"{""event"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,3.0
איך מזמינים תור מראש לשירותים כמו ארנונה או שירותים אחרים?,general,sentence,arnona,arnona,True,0.3147012,0.3147012,0.3147012,0.0,3,3,"{""event"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,3.0
איך מזמינים תור מראש לשירותים כמו ארנונה או שירותים אחרים?,general,adaptive,arnona,arnona,True,0.5389414433333334,0.544492126,0.534934819,0.004051634762711164,3,3,"{""pdf"": 3}","{""arnona"": 3}",0.0,0.0,0.0,0.0,3.0
